"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_152","FOTU_152","Choanoflagellozoa","Choanoflagellata","Choanoflagellata_cls_Incertae_sedis","Choanoflagellida","Choanoflagellida_fam_Incertae_sedis","Choanoflagellida_gen_Incertae_sedis","unidentified","Choanoflagellida_gen_Incertae_sedis","FOTU_152_Choanoflagellida_gen_Incertae_sedis"
"FOTU_153","FOTU_153","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","unidentified","Talaromyces","FOTU_153_Talaromyces"
"FOTU_154","FOTU_154","Ichthyosporia","Ichthyosporia_phy_Incertae_sedis","Ichthyosporea","Ichthyosporea_ord_Incertae_sedis","Ichthyosporea_fam_Incertae_sedis","Ichthyosporea_gen_Incertae_sedis","unidentified","Ichthyosporea_gen_Incertae_sedis","FOTU_154_Ichthyosporea_gen_Incertae_sedis"
"FOTU_155","FOTU_155","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta","unidentified","Pyrenochaeta","FOTU_155_Pyrenochaeta"
"FOTU_156","FOTU_156","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Aaosphaeria","arxii","Aaosphaeria_arxii","FOTU_156_Aaosphaeria_arxii"
"FOTU_157","FOTU_157","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","stemonitis","Cephalotrichum_stemonitis","FOTU_157_Cephalotrichum_stemonitis"
"FOTU_158","FOTU_158","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","unidentified","Pseudocoleophoma","FOTU_158_Pseudocoleophoma"
"FOTU_159","FOTU_159","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora","cassiicola","Corynespora_cassiicola","FOTU_159_Corynespora_cassiicola"
"FOTU_160","FOTU_160","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Amaurodon","unidentified","Amaurodon","FOTU_160_Amaurodon"
"FOTU_161","FOTU_161","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_161_unidentified"
"FOTU_162","FOTU_162","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_162_Fungi"
"FOTU_163","FOTU_163","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_163_unidentified"
"FOTU_164","FOTU_164","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","rosea","Rhizophlyctis_rosea","FOTU_164_Rhizophlyctis_rosea"
"FOTU_165","FOTU_165","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_165_Fungi"
"FOTU_166","FOTU_166","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_166_Pleosporales"
"FOTU_167","FOTU_167","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_167_unidentified"
"FOTU_168","FOTU_168","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_168_unidentified"
"FOTU_169","FOTU_169","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomonadida_fam_Incertae_sedis","Thaumatomonadida_gen_Incertae_sedis","unidentified","Thaumatomonadida_gen_Incertae_sedis","FOTU_169_Thaumatomonadida_gen_Incertae_sedis"
"FOTU_170","FOTU_170","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaberaceae_gen_Incertae_sedis","unidentified","Ramicandelaberaceae_gen_Incertae_sedis","FOTU_170_Ramicandelaberaceae_gen_Incertae_sedis"
"FOTU_171","FOTU_171","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","unidentified","Rhizophlyctidales_gen_Incertae_sedis","FOTU_171_Rhizophlyctidales_gen_Incertae_sedis"
"FOTU_172","FOTU_172","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Gaertneriomyces","semiglobifer","Gaertneriomyces_semiglobifer","FOTU_172_Gaertneriomyces_semiglobifer"
"FOTU_173","FOTU_173","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Fimicolochytrium","unidentified","Fimicolochytrium","FOTU_173_Fimicolochytrium"
"FOTU_174","FOTU_174","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeodothis","unidentified","Phaeodothis","FOTU_174_Phaeodothis"
"FOTU_175","FOTU_175","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_175_Spizellomycetales_gen_Incertae_sedis"
"FOTU_176","FOTU_176","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_176_Fungi"
"FOTU_177","FOTU_177","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Tetraplosphaeriaceae","Tetraploa","yunnanensis","Tetraploa_yunnanensis","FOTU_177_Tetraploa_yunnanensis"
"FOTU_178","FOTU_178","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","unidentified","Psathyrella","FOTU_178_Psathyrella"
"FOTU_179","FOTU_179","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_179_unidentified"
"FOTU_180","FOTU_180","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolaceae_gen_Incertae_sedis","unidentified","Thelebolaceae_gen_Incertae_sedis","FOTU_180_Thelebolaceae_gen_Incertae_sedis"
"FOTU_181","FOTU_181","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","pisciphila","Exophiala_pisciphila","FOTU_181_Exophiala_pisciphila"
"FOTU_182","FOTU_182","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Bovista","plumbea","Bovista_plumbea","FOTU_182_Bovista_plumbea"
"FOTU_183","FOTU_183","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","arrhizus","Rhizopus_arrhizus","FOTU_183_Rhizopus_arrhizus"
"FOTU_184","FOTU_184","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","unidentified","Neosetophoma","FOTU_184_Neosetophoma"
"FOTU_185","FOTU_185","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_185_Spizellomycetales_gen_Incertae_sedis"
"FOTU_186","FOTU_186","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_186_unidentified"
"FOTU_187","FOTU_187","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","mock1","unidentified","FOTU_187_Mock_mock1"
"FOTU_188","FOTU_188","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_188_Fungi"
"FOTU_189","FOTU_189","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","unidentified","Scytalidium","FOTU_189_Scytalidium"
"FOTU_190","FOTU_190","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","marquandii","Marquandomyces_marquandii","FOTU_190_Marquandomyces_marquandii"
"FOTU_191","FOTU_191","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Fimicolochytrium","jonesii","Fimicolochytrium_jonesii","FOTU_191_Fimicolochytrium_jonesii"
"FOTU_192","FOTU_192","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Operculomyces","laminatus","Operculomyces_laminatus","FOTU_192_Operculomyces_laminatus"
"FOTU_193","FOTU_193","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","hyalina","Linnemannia_hyalina","FOTU_193_Linnemannia_hyalina"
"FOTU_194","FOTU_194","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_194_Fungi"
"FOTU_195","FOTU_195","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_195_unidentified"
"FOTU_196","FOTU_196","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","schulzeri","Myrmecridium_schulzeri","FOTU_196_Myrmecridium_schulzeri"
"FOTU_197","FOTU_197","Fungi","Ascomycota","Sordariomycetes","Sordariales","unidentified","unidentified","unidentified","Sordariales","FOTU_197_Sordariales"
"FOTU_198","FOTU_198","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_198_Ascomycota"
"FOTU_199","FOTU_199","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomonadida_fam_Incertae_sedis","Thaumatomonadida_gen_Incertae_sedis","unidentified","Thaumatomonadida_gen_Incertae_sedis","FOTU_199_Thaumatomonadida_gen_Incertae_sedis"
"FOTU_200","FOTU_200","Viridiplantae","Anthophyta","Eudicotyledonae","Lamiales","Lamiaceae","Salvia","leucantha","Salvia_leucantha","FOTU_200_Salvia_leucantha"
"FOTU_201","FOTU_201","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_201_unidentified"
"FOTU_202","FOTU_202","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_202_unidentified"
"FOTU_203","FOTU_203","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_203_Eudicotyledonae"
"FOTU_204","FOTU_204","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces","unidentified","Betamyces","FOTU_204_Betamyces"
"FOTU_205","FOTU_205","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_205_Fungi"
"FOTU_206","FOTU_206","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_206_unidentified"
"FOTU_207","FOTU_207","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_207_Basidiomycota"
"FOTU_208","FOTU_208","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Ascospirella","lutea","Ascospirella_lutea","FOTU_208_Ascospirella_lutea"
"FOTU_209","FOTU_209","Fungi","Ascomycota","Sordariomycetes","Sordariales","unidentified","unidentified","unidentified","Sordariales","FOTU_209_Sordariales"
"FOTU_210","FOTU_210","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_210_Fungi"
"FOTU_211","FOTU_211","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora","unidentified","Sclerostagonospora","FOTU_211_Sclerostagonospora"
"FOTU_212","FOTU_212","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","acuminatus","Spizellomyces_acuminatus","FOTU_212_Spizellomyces_acuminatus"
"FOTU_213","FOTU_213","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_213_Spizellomycetales_gen_Incertae_sedis"
"FOTU_214","FOTU_214","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Valsonectria","pulchella","Valsonectria_pulchella","FOTU_214_Valsonectria_pulchella"
"FOTU_215","FOTU_215","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_215_unidentified"
"FOTU_216","FOTU_216","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_216_Eudicotyledonae"
"FOTU_217","FOTU_217","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","hygrophilum","Pseudeurotium_hygrophilum","FOTU_217_Pseudeurotium_hygrophilum"
"FOTU_218","FOTU_218","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","unidentified","unidentified","Mortierellaceae","FOTU_218_Mortierellaceae"
"FOTU_219","FOTU_219","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_219_unidentified"
"FOTU_220","FOTU_220","Fungi","Ascomycota","Sordariomycetes","Melanosporales","Melanosporaceae","Melanospora","damnosa","Melanospora_damnosa","FOTU_220_Melanospora_damnosa"
"FOTU_221","FOTU_221","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","limonisporus","Stachybotrys_limonisporus","FOTU_221_Stachybotrys_limonisporus"
"FOTU_222","FOTU_222","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_222_Spizellomycetales_gen_Incertae_sedis"
"FOTU_223","FOTU_223","Viridiplantae","Anthophyta","unidentified","unidentified","unidentified","unidentified","unidentified","Anthophyta","FOTU_223_Anthophyta"
"FOTU_224","FOTU_224","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_224_unidentified"
"FOTU_225","FOTU_225","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","unidentified","Powellomyces","FOTU_225_Powellomyces"
"FOTU_226","FOTU_226","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","unidentified","Rhizophlyctis","FOTU_226_Rhizophlyctis"
"FOTU_227","FOTU_227","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_227_unidentified"
"FOTU_228","FOTU_228","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","unidentified","Spizellomyces","FOTU_228_Spizellomyces"
"FOTU_229","FOTU_229","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_229_unidentified"
"FOTU_230","FOTU_230","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","caninus","Aspergillus_caninus","FOTU_230_Aspergillus_caninus"
"FOTU_231","FOTU_231","Fungi","Ascomycota","Sordariomycetes","Microascales","unidentified","unidentified","unidentified","Microascales","FOTU_231_Microascales"
"FOTU_232","FOTU_232","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_232_unidentified"
"FOTU_233","FOTU_233","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_233_unidentified"
"FOTU_234","FOTU_234","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Sodiomyces","alcalophilus","Sodiomyces_alcalophilus","FOTU_234_Sodiomyces_alcalophilus"
"FOTU_235","FOTU_235","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_235_unidentified"
"FOTU_236","FOTU_236","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomonadida_fam_Incertae_sedis","Allas","unidentified","Allas","FOTU_236_Allas"
"FOTU_237","FOTU_237","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_237_unidentified"
"FOTU_238","FOTU_238","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_238_Ascomycota"
"FOTU_239","FOTU_239","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces","unidentified","Betamyces","FOTU_239_Betamyces"
"FOTU_240","FOTU_240","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydium","unidentified","Rhizophydium","FOTU_240_Rhizophydium"
"FOTU_241","FOTU_241","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_241_unidentified"
"FOTU_242","FOTU_242","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_242_unidentified"
"FOTU_243","FOTU_243","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Trichomonascus","vanleenenianus","Trichomonascus_vanleenenianus","FOTU_243_Trichomonascus_vanleenenianus"
"FOTU_244","FOTU_244","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_244_unidentified"
"FOTU_245","FOTU_245","Fungi","Kickxellomycota","Kickxellomycota_cls_Incertae_sedis","Kickxellomycota_ord_Incertae_sedis","Kickxellomycota_fam_Incertae_sedis","Kickxellomycota_gen_Incertae_sedis","unidentified","Kickxellomycota_gen_Incertae_sedis","FOTU_245_Kickxellomycota_gen_Incertae_sedis"
"FOTU_246","FOTU_246","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_246_Spizellomycetales_gen_Incertae_sedis"
"FOTU_247","FOTU_247","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_247_Fungi"
"FOTU_248","FOTU_248","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","heterodepressus","Cortinarius_heterodepressus","FOTU_248_Cortinarius_heterodepressus"
"FOTU_249","FOTU_249","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","unidentified","Trichoderma","FOTU_249_Trichoderma"
"FOTU_250","FOTU_250","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_250_Spizellomycetales_gen_Incertae_sedis"
"FOTU_251","FOTU_251","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomonadida_fam_Incertae_sedis","Thaumatomonadida_gen_Incertae_sedis","unidentified","Thaumatomonadida_gen_Incertae_sedis","FOTU_251_Thaumatomonadida_gen_Incertae_sedis"
"FOTU_252","FOTU_252","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_252_Fungi"
"FOTU_253","FOTU_253","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_253_Acanthophyllum_spinosum"
